Load_kW
" 19,152 "
" 18,445 "
" 18,202 "
" 18,097 "
" 18,426 "
" 18,848 "
" 20,030 "
" 20,348 "
" 19,437 "
" 20,048 "
" 20,113 "
" 19,636 "
" 19,776 "
" 20,224 "
" 19,252 "
" 18,246 "
" 18,595 "
" 18,819 "
" 18,940 "
" 19,163 "
" 18,742 "
" 17,877 "
" 17,569 "
" 18,553 "
" 17,879 "
" 17,784 "
" 18,328 "
" 17,901 "
" 17,769 "
" 19,070 "
" 20,118 "
" 20,086 "
" 20,685 "
" 20,576 "
" 19,934 "
" 20,592 "
" 20,720 "
" 20,190 "
" 19,462 "
" 18,780 "
" 18,106 "
" 18,948 "
" 19,357 "
" 18,731 "
" 17,697 "
" 17,689 "
" 18,273 "
" 18,231 "
" 17,986 "
" 18,112 "
" 18,015 "
" 17,659 "
" 17,910 "
" 18,787 "
" 19,184 "
" 20,683 "
" 19,981 "
" 19,087 "
" 19,262 "
" 20,268 "
" 19,828 "
" 19,945 "
" 19,792 "
" 18,715 "
" 18,109 "
" 19,051 "
" 18,539 "
" 17,942 "
" 18,229 "
" 18,295 "
" 17,707 "
" 17,911 "
" 18,277 "
" 18,046 "
" 17,907 "
" 17,575 "
" 17,196 "
" 18,344 "
" 19,489 "
" 19,413 "
" 19,160 "
" 19,045 "
" 19,432 "
" 19,405 "
" 19,534 "
" 19,331 "
" 18,884 "
" 18,480 "
" 17,998 "
" 18,142 "
" 18,940 "
" 19,543 "
" 18,732 "
" 18,376 "
" 18,286 "
" 18,481 "
" 18,897 "
" 18,303 "
" 17,595 "
" 17,171 "
" 16,963 "
" 18,317 "
" 18,242 "
" 18,747 "
" 18,720 "
" 18,898 "
" 18,436 "
" 19,429 "
" 19,554 "
" 18,945 "
" 19,699 "
" 18,584 "
" 17,647 "
" 18,729 "
" 19,999 "
" 19,458 "
" 18,763 "
" 18,848 "
" 18,300 "
" 18,853 "
" 19,045 "
" 17,920 "
" 17,915 "
" 18,506 "
" 18,750 "
" 19,478 "
" 19,976 "
" 20,549 "
" 19,856 "
" 20,007 "
" 20,463 "
" 20,429 "
" 20,510 "
" 20,934 "
